Song Name,Artist Name,Release Date (Spotify),Popularity Score (Spotify),Genre
Ko Ko Bop,EXO,2017-07-18,66,"['k-pop', 'k-pop boy group']"
You Are Not Alone,Michael Jackson,1995-06-16,70,"['r&b', 'soul']"
The Way I Are - Extended Version,Timbaland,2019-12-27,49,"['dance pop', 'pop']"
"Muqabla (From ""Street Dancer 3D"")",Yash Narvekar,2019-12-21,68,['pop']
What About Us,P!nk,2017-10-13,78,"['brostep', 'edm', 'pop', 'progressive electro house']"
Del Mar,Ozuna,2020-09-04,72,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']"
Keep It Mello (feat. Omar LinX),Marshmello,2016-01-08,60,"['desi pop', 'modern bollywood']"
Enséñame a Olvidar - Live,Aventura,2007-11-13,40,"['dance pop', 'pop', 'pop rap']"
Una Noche en Medellín,Cris Mj,2022-01-21,81,['pop rap']
"Kamariya (From ""Stree"")",Aastha Gill,2020-06-02,40,"['basshall', 'pop urbaine', 'r&b francais']"
Pookie,Aya Nakamura,2018-11-02,63,"['dance pop', 'neo mellow', 'pop', 'pop rock']"
"Hey, Soul Sister",Train,2010-12-01,85,"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap']"
All We Know,The Chainsmokers,2016-09-29,72,"['latin arena pop', 'latin pop', 'spanish pop rock']"
Contigo,Calibre 50,2019-07-19,33,['turkish pop']
I Know What You Want (feat. Flipmode Squad),Busta Rhymes,2002-11-26,74,"['desi pop', 'filmi', 'punjabi pop']"
Dani California,Red Hot Chili Peppers,2006-05-09,82,['k-pop']
El Sol No Regresa,La Quinta Estacion,2004-03-02,78,"['pop', 'r&b']"
Bed Of Roses,Bon Jovi,1992-11-03,75,"['agronejo', 'arrocha', 'sertanejo', 'sertanejo universitario']"
Não Troco,Hungria Hip Hop,2017-11-23,63,"['filmi', 'hare krishna', 'modern bollywood']"
Coming Home,Diddy - Dirty Money,2010-01-01,70,['latin alternative']
Black and Yellow,Wiz Khalifa,2021-03-26,58,['eurodance']
Gece Gölgenin Rahatına Bak,Çağatay Akman,2019-07-31,52,"['desi hip hop', 'desi pop', 'punjabi pop']"
Mann Bharrya,B Praak,2017-03-16,48,['musica infantil']
On The Ground,ROSÉ,2021-03-12,80,"['filmi', 'modern bollywood']"
BedRock,Young Money,2009-01-01,71,"['indonesian pop', 'indonesian singer-songwriter']"
Milu - Ao Vivo,Gusttavo Lima,2021-01-01,10,"['desi pop', 'modern bollywood']"
Sorry,Beyoncé,2016-04-23,68,"['bachata', 'latin hip hop', 'latin pop', 'urbano latino']"
Agar Tum Saath Ho,Alka Yagnik,2015-10-16,77,"['filmi', 'modern bollywood']"
Pa’ Dónde Se Fue,Mon Laferte,2017-04-28,73,"['k-pop', 'k-pop girl group', 'pop']"
Freestyler,Bomfunk MC's,1999-06-02,60,"['latin arena pop', 'latin pop', 'mexican pop', 'reggaeton', 'urbano latino']"
Laare,Maninder Buttar,2019-10-22,62,"['brega funk', 'funk carioca', 'funk ostentacao']"
Labirinto,Yasmin Verissimo,2023-10-20,36,"['desi pop', 'filmi', 'modern bollywood']"
"Ghoomar (From ""Padmaavat"")",Shreya Ghoshal,2017-10-25,55,"['dance pop', 'pop']"
To the Bone,Pamungkas,2019-06-14,79,['musical advocacy']
Barsaat Ki Dhun,Rochak Kohli,2021-07-20,57,['punjabi pop']
Back It Up (feat. Jennifer Lopez & Pitbull) - Video Version,Prince Royce,2015-07-24,53,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']"
Galliyan,Ankit Tiwari,2014-05-28,67,"['complextro', 'edm', 'german techno', 'pop', 'pop dance']"
Yo Quisiera,Reik,2005-03-02,78,"['desi pop', 'filmi', 'modern bollywood']"
Agora Vai Sentar,MC's Jhowzinho & Kadinho,2018,13,"['banda', 'corrido', 'musica mexicana', 'norteno', 'sierreno']"
MORE & MORE,TWICE,2020-06-01,68,"['mambo chileno', 'urbano chileno']"
"Tip Tip (From ""Sooryavanshi"")",Tanishk Bagchi,2021-11-06,70,"['bachata', 'bachata dominicana', 'latin hip hop', 'latin pop', 'tropical', 'urbano latino']"
Domino,Jessie J,2011-01-01,77,"['brazilian hip hop', 'rap df']"
We Are The World,U.S.A. For Africa,1985-01-01,69,"['g funk', 'gangster rap', 'hardcore hip hop', 'hip hop', 'west coast rap']"
Jattwaad,Harf Cheema,2019-03-26,46,"['filmi', 'modern bollywood']"
T-Shirt,Migos,2017-01-27,69,"['dance pop', 'europop', 'lilith', 'neo mellow', 'pop rock']"
The Middle,Zedd,2018-01-23,82,['modern bollywood']
Regulate,Warren G,1994-06-07,76,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']"
Chahun Main Ya Naa,Palak Muchhal,2013-04-06,71,"['glam metal', 'rock']"
Thank You,Dido,1999,77,"['hip hop', 'north carolina hip hop', 'pop rap', 'rap', 'trap']"
"BurjKhalifa - From ""Laxmii""",Madhubanti Bagchi,2023-09-05,1,['previa']
Suge,DaBaby,2021-06-15,3,"['latin pop', 'puerto rican pop']"
Te Fuiste - Remix,Tomy DJ,2022-04-01,21,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']"
Llegaste Tú,Luis Fonsi,2014-01-01,70,"['filmi', 'modern bollywood']"
Manicomio,Cosculluela,2016-03-15,72,"['agronejo', 'arrocha', 'pop nacional', 'sertanejo', 'sertanejo universitario']"
"Jag Ghoomeya (From ""Sultan"")",Vishal-Shekhar,2022-02-08,8,"['andean flute', 'native american traditional']"
Que Sorte A Nossa - Live,Matheus & Kauan,2015-08-14,65,"['russian hip hop', 'russian pop']"
Der einsame Hirte,Leo Rojas,2012-01-30,54,"['german metal', 'industrial', 'industrial metal', 'industrial rock', 'neue deutsche harte']"
Ausência - Ao Vivo | Acústico,Marília Mendonça,2018-04-13,55,[]
Розовое вино,Eldzhey,2017-08-04,62,"['arrocha', 'sertanejo', 'sertanejo universitario']"
I Wonder What's Under the Sea (From The Little Mermaid),Missoula Children's Theatre,2014-11-05,0,"['reggaeton', 'trap latino', 'urbano latino']"
Deutschland,Rammstein,2019-05-17,78,['previa']
Whatcha Say,Jason Derulo,2010-02-26,78,"['desi pop', 'modern bollywood']"
La Santa,Tomy DJ,2020-03-03,15,"['dance pop', 'pop']"
A Tu Merced,Bad Bunny,2020-02-29,79,"['filmi', 'hare krishna', 'modern bollywood']"
Pal - Female,Javed-Mohsin,2018-09-21,54,"['thai pop', 'thai rock']"
Bedardi Se Pyaar Ka,Jubin Nautiyal,2021-06-08,53,"['luk thung', 'thai folk pop', 'thai folk rock']"
ไม่มีข้อแม้ตั้งแต่เริ่มต้น,Phai Phongsathon,2014-11-04,38,"['chicago rap', 'hip hop', 'rap']"
ดึงดัน,Cocktail,2020-10-20,44,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Roll Up,Wiz Khalifa,2021-03-26,46,['melodic rap']
Gold Digger,Kanye West,2005-08-30,83,[]
So Far Away,Avenged Sevenfold,2010-07-26,65,"['reggaeton', 'trap latino', 'urbano latino']"
Chambea,Bad Bunny,2017-12-01,70,"['mariachi', 'ranchera']"
Nowadays (feat. Landon Cube),Lil Skies,2017-12-12,69,['boy band']
Por Tu Maldito Amor,Vicente Fernández,1990-04-17,67,"['florida drill', 'florida rap', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']"
How's it going shiteru!?,Ninja We Made It.,2023-08-31,5,"['adoracao', 'brazilian gospel']"
My Love,Westlife,2000,73,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
ZEZE (feat. Travis Scott & Offset),Kodak Black,2018-12-14,79,['bhojpuri pop']
Eu Navegarei,Gabriela Rocha,2023-03-22,9,"['boy band', 'dance pop', 'pop']"
laal Khesari,Khesari Lal Yadav,2023-06-02,27,"['dance pop', 'pop', 'urban contemporary']"
I'm Into You,Jennifer Lopez,2011-01-01,61,['alternative metal']
Bye Bye Bye,*NSYNC,2000-03-21,70,[]
I Could Be The One [Avicii vs Nicky Romero] - Nicktim - Original Mix,Avicii,2012-12-29,40,"['dance pop', 'edm', 'pop', 'pop dance']"
Believe,Cher,1998,82,[]
Il pulcino Pio - Radio Edit,Pulcino Pio,2012-07-18,32,"['dance pop', 'pop']"
Tum Mere Bad Mohhabat Ko Taras Jaoge,Sanjna Nagar,2022-11-06,4,"['dirty south rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Normal,Feid,2022-07-08,75,"['colombian pop', 'pop reggaeton', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']"
Dulhe Ka Sehra - Male Version,Nusrat Fateh Ali Khan,2000-07-02,56,"['colombian pop', 'dance pop', 'latin pop', 'pop']"
She Wolf,Shakira,2009,76,"['classic pakistani pop', 'filmi', 'indian fusion', 'pakistani folk', 'qawwali', 'sufi', 'world']"
É Com Ela Que Eu Estou - Ao Vivo,Cristiano Araújo,2014-11-17,63,"['arrocha', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']"
يا جمالك,Saif Nabeel,2020-11-30,8,"['arab pop', 'khaleeji iraqi', 'khaliji']"
เป็นไรไหม?,OG-ANIC,2018-09-12,54,"['thai hip hop', 'thai pop']"
I Just Had Sex,The Lonely Island,2011-01-01,63,"['comedy rap', 'comic']"
"Channa Mereya (From ""Ae Dil Hai Mushkil"")",Pritam,2016-10-26,75,"['filmi', 'indian instrumental', 'modern bollywood']"
Shape of You - Stormzy Remix,Ed Sheeran,2017-02-24,55,"['irish rock', 'modern rock', 'neo mellow', 'permanent wave', 'pop rock']"
Chasing Cars,Snow Patrol,2006-01-01,83,"['pop', 'singer-songwriter pop', 'uk pop']"
rockstar (feat. 21 Savage),Post Malone,2018-04-27,85,"['colombian pop', 'pop reggaeton', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']"
CLASSY 101,Feid,2023-03-31,91,"['dfw rap', 'melodic rap', 'pop', 'rap']"
"Ranjha (From ""Shershaah"")",Jasleen Royal,2021-08-05,78,"['desi pop', 'filmi', 'indian singer-songwriter', 'modern bollywood']"
The Humma Song,A.R. Rahman,2017-01-04,66,['japanese teen pop']
Sunny,Fujii Kaze,2022-03-23,44,"['canadian pop', 'canadian singer-songwriter', 'classic canadian rock', 'heartland rock', 'mellow gold', 'soft rock']"
(Everything I Do) I Do It For You,Bryan Adams,1991-09-24,78,['filmi']
Aankhein Khuli,Jatin-Lalit,2000-08-27,67,"['afghan pop', 'chutney', 'classic bollywood', 'filmi']"
Derdim Olsun,Reynmen,2019-01-25,54,"['turkish hip hop', 'turkish pop']"
Oye,TINI,2019-10-11,44,"['latin pop', 'latin viral pop', 'pop argentino']"
MAMACITA,Black Eyed Peas,2020-04-10,67,"['v-pop', 'vietnamese idol pop', 'vietnamese melodic rap']"
Kream (feat. Tyga),Iggy Azalea,2018-08-03,65,"['australian hip hop', 'dance pop', 'pop']"
Bhatijwa Ke Mausi Jindabad,Khesari Lal Yadav,2020-01-15,41,"['dance pop', 'pop', 'pop rap']"
Nơi Này Có Anh,Sơn Tùng M-TP,2017-02-13,52,['bhojpuri pop']
Dream Girl,Crisaunt,2019-02-14,73,"['aesthetic rap', 'bedroom pop']"
Beneath Your Beautiful (feat. Emeli Sandé) - Radio Edit,Labrinth,2012-10-18,41,"['bachata', 'latin hip hop', 'latin pop', 'urbano latino']"
Bugatti,Ace Hood,2013-01-01,64,"['indie poptimism', 'pop']"
Promise (feat. Usher),Romeo Santos,2012-08-27,72,"['dirty south rap', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Dancing In the Dark,Bruce Springsteen,1984-06-04,81,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']"
Una en un Millón,Alexis y Fido,2015-11-17,65,"['heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']"
I Got U,Duke Dumont,2014-01-01,69,"['edm', 'house', 'pop dance', 'progressive house', 'uk dance']"
Corpo Sensual,Pabllo Vittar,2017-08-21,42,"['dance pop', 'funk carioca', 'funk pop', 'pop lgbtq+ brasileira', 'pop nacional']"
Always Be My Baby,Mariah Carey,1995-10-03,75,[]
Popcorn,Crazy Frog,2005-08-01,58,[]
No Roots,Alice Merton,2019-01-18,68,"['agronejo', 'arrocha', 'sertanejo', 'sertanejo universitario']"
Amigo Taxista - Ao Vivo,Zé Neto & Cristiano,2023-02-14,17,"['anime', 'j-pop']"
アイネクライネ,Kenshi Yonezu,2014-04-23,68,"['dance pop', 'pop', 'urban contemporary']"
...Ready For It?,Taylor Swift,2017-11-10,85,['pop']
Bella,Wolfine,2017-09-27,72,"['desi hip hop', 'pakistani hip hop', 'punjabi hip hop', 'punjabi pop']"
Tochan,Sidhu Moose Wala,2018-04-28,62,"['colombian pop', 'reggaeton', 'urbano latino']"
Khesari Lal Chhath Geet,Khesari Lal Yadav,2023-11-04,14,"['art pop', 'pop']"
Happier Than Ever - Edit,Billie Eilish,2021-07-28,79,['bhojpuri pop']
Ways to Be Wicked,Dove Cameron,2017-07-21,63,['pop']
กลับคำสาหล่า,Mike Piromporn,2018-06-28,33,"['r&b', 'soul']"
Pepas,Farruko,2021-06-24,82,"['desi pop', 'modern bollywood']"
Tera Yaar Hoon Main,Rochak Kohli,2018-02-14,69,"['lao hip hop', 'luk thung', 'thai folk pop']"
Rock With You,Michael Jackson,1995-06-16,58,"['reggaeton', 'trap latino', 'urbano latino']"
Prioridade,Midian Lima,2018-12-28,53,[]
Ding Dang,Parth Parekh,2022-10-17,20,[]
Dime Si Te Acuerdas,Bad Bunny,2018-02-22,72,"['latin arena pop', 'latin pop', 'mexican pop']"
Орлы или вороны,"Максим Фадеев, Григорий Лепс",2017-09-29,37,"['atl hip hop', 'melodic rap', 'plugg', 'rap', 'trap']"
Plug Walk,Rich The Kid,2018-03-30,73,['brazilian gospel']
Mi Peor Error - Primera Fila [En Vivo],Alejandra Guzman,2014-11-04,35,"['pop rap', 'rap', 'southern hip hop', 'trap']"
Show Me (feat. Chris Brown),Kid Ink,2014-01-06,70,"['cumbia', 'latin alternative', 'latin rock', 'pop electronico', 'tropical alternativo']"
To My Love - Tainy Remix,Bomba Estéreo,2016-12-16,68,"['reggaeton', 'trap latino', 'urbano latino']"
رايحين نسهر - بام بام,Mohamed Ramadan,2019-01-01,59,"['arab pop', 'egyptian pop', 'mahraganat']"
"Chala Table Pe - From ""Nirahua Chalal Sasural 2""",Dinesh Lal Yadav,2016-07-05,18,"['k-pop', 'k-pop boy group', 'pop']"
Thunderous,Stray Kids,2021-08-23,74,['bhojpuri pop']
My House,Flo Rida,2015-04-07,78,"['dance pop', 'miami hip hop', 'pop', 'pop rap']"
Dillagi,Rahat Fateh Ali Khan,2016-06-08,60,"['k-pop', 'k-rap', 'korean r&b']"
UNLOVE (prod. HONNE),Zion.T,2023-12-06,42,"['classic pakistani pop', 'filmi', 'modern bollywood', 'qawwali', 'sufi']"
Ignorantes,Bad Bunny,2020-02-29,72,"['reggaeton', 'trap latino', 'urbano latino']"
Desperte Sin Ti - Remix,Noriel,2017-09-22,56,"['dance pop', 'dancehall', 'pop', 'pop rap']"
Confident,Justin Bieber,2014-05-13,79,"['reggaeton', 'trap latino', 'urbano latino']"
(When You Gonna) Give It Up to Me (feat. Keyshia Cole) - Radio Version,Sean Paul,2006-09-11,68,"['canadian pop', 'pop']"
"Dil Mein Ho Tum (From ""Cheat India"")",Armaan Malik,2018-12-26,66,"['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']"
Feelin' Myself,will.i.am,2013-01-01,61,"['dance pop', 'pop']"
Bartender (feat. Akon),T-Pain,2007-06-05,76,"['filmi', 'modern bollywood']"
AM Remix,Nio Garcia,2021-06-24,74,"['k-pop', 'k-pop boy group', 'pop']"
2 Phones,Kevin Gates,2016-01-29,70,"['reggaeton', 'trap latino', 'urbano latino']"
Back Door,Stray Kids,2020-09-14,73,"['baton rouge rap', 'rap', 'southern hip hop', 'trap']"
Terremoto,Anitta,2019-02-01,57,"['filmi', 'indian instrumental', 'modern bollywood']"
Har Dil Jo Pyar Karega,Udit Narayan,2000-06-09,51,"['funk pop', 'funk rj', 'pagode baiano', 'pop', 'pop nacional']"
Badtameez Dil,Pritam,2013-03-30,68,"['chutney', 'filmi', 'odia pop']"
Back in Blood (feat. Lil Durk),Pooh Shiesty,2020-11-06,70,"['chicago rap', 'rap']"
Pop Out (feat. Lil Tjay),Polo G,2019-06-07,80,"['memphis hip hop', 'southern hip hop', 'tennessee hip hop', 'trap']"
Abrázame Muy Fuerte,Juan Gabriel,2022-08-22,50,"['cancion melodica', 'latin pop', 'mariachi', 'musica mexicana', 'ranchera']"
Por Mi No Te Detengas,Banda MS de Sergio Lizárraga,2018-09-14,70,"['banda', 'musica mexicana', 'norteno']"
Filho do Mato,Raí Saia Rodada,2018-05-25,59,['thai folk pop']
ยังฮักไผอีกได้บ่,Monkan Kankoon,2020-10-27,51,"['arrocha', 'forro']"
Lakdi Ki Kathi,Vanita Mishra,1960-12-01,37,['classic bollywood']
Tunnel Vision,Kodak Black,2017-03-31,73,"['florida drill', 'florida rap', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']"
Renegades,X Ambassadors,2015-06-30,79,"['modern alternative rock', 'modern rock', 'stomp pop']"
Blow Your Mind (Mwah),Dua Lipa,2016-08-26,67,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'heartland rock', 'mellow gold', 'new wave pop', 'rock', 'singer-songwriter', 'soft rock']"
So Sick,Ne-Yo,2006-01-01,81,"['modern rock', 'permanent wave', 'punk', 'rock']"
ผู้บ่าวเก่า,เต๊ะ ตระกูลตอ,2018-01-21,46,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']"
El Clavo,Prince Royce,2018-03-16,56,"['belgian pop', 'g-house']"
Forever,Chris Brown,2008-04-29,79,"['brostep', 'complextro', 'edm', 'electro', 'pop dance']"
Alone - Remastered,Heart,2000-01-01,74,"['dance pop', 'pop', 'uk pop']"
Basket Case,Green Day,1994-02-01,85,"['r&b', 'rap']"
Jalebi Baby (Tesher x Jason Derulo),Tesher,2021-05-28,70,"['french hip hop', 'pop urbaine', 'rap algerien', 'rap marseille']"
"Damidi Semanthi - From ""Rangamarthanda""",Rahul Nambiar,2023-03-20,13,"['r&b en espanol', 'reggaeton', 'trap latino', 'urbano latino']"
Snow (Hey Oh),Red Hot Chili Peppers,2006-05-09,82,['pop']
Afghan Jalebi (Ya Baba),Pritam,2015-07-31,50,"['latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']"
Formidable,Stromae,2013-01-01,76,['thai folk rock']
"Va Bene - Extrait de la BOF de ""Taxi 5""",L'Algérino,2018-03-09,50,"['dance pop', 'pop', 'r&b', 'urban contemporary']"
Genie in a Bottle,Dove Cameron,2016-03-18,58,"['bachata', 'latin hip hop', 'latin pop', 'urbano latino']"
Scary Monsters and Nice Sprites,Skrillex,2010-12-21,58,"['argentine hip hop', 'pop venezolano', 'trap argentino', 'trap latino', 'urbano latino']"
Shut up (In the Style of Black Eyed Peas) [Karaoke Version],Off The Record Karaoke,2013-08-05,1,['desi pop']
Shape of My Heart,Backstreet Boys,2000-11-21,75,['sped up']
All Girls Are The Same (Sped Up + Pitched) - Remix,Xanemusic,2023-04-21,50,"['filmi', 'tollywood']"
Pa Mí - Remix,Dalex,2019-05-10,75,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']"
Öyle Kolaysa,Mabel Matiz,2018-06-20,65,"['filmi', 'indian instrumental', 'modern bollywood']"
Carnaval,Maluma,2015-03-06,62,"['latin pop', 'latin viral pop', 'rap latina', 'reggaeton', 'trap latino', 'urbano latino']"
Pallo Latke,Zain - Sam,2017-10-24,14,['nu metal']
Video Games,Lana Del Rey,2012-01-01,79,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']"
"L-Gante: Bzrp Music Sessions, Vol.38",Bizarrap,2021-03-10,71,"['atl hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
FULANITO,Becky G,2021-06-03,64,"['detroit hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Mi Niña,Ozuna,2020-06-18,53,"['agronejo', 'arrocha', 'sertanejo', 'sertanejo universitario']"
Picture (feat. Sheryl Crow),Kid Rock,2001-11-19,70,['karaoke']
About the Money (feat. Young Thug),T.I.,2014-06-03,57,"['dance pop', 'pop', 'r&b', 'urban contemporary']"
200 COPAS,KAROL G,2021-03-26,77,['turkish pop']
One In A Million,Ne-Yo,2010-01-01,65,"['agronejo', 'arrocha', 'sertanejo', 'sertanejo universitario']"
Hate It Or Love It,The Game,2005,85,"['dance pop', 'pop']"
Eu Quero Ser Teu Sol - Ao Vivo,Jorge & Mateus,2012-10-15,45,"['brazilian hip hop', 'rap df']"
"Quem Pegou, Pegou / Até Você Voltar / Volta Por Baixo - Ao Vivo Em Nova Iorque / 2022",Henrique & Juliano,2023-12-01,53,[]
Juicy,Doja Cat,2019-11-07,71,"['arab pop', 'mahraganat']"
No Idea,Don Toliver,2020-03-13,83,"['latin pop', 'rap latina', 'reggaeton', 'urbano latino']"
Coração de Aço,Hungria Hip Hop,2017-08-17,66,"['contemporary country', 'country']"
Ram Pam Pam,NATTI NATASHA,2021-04-20,64,"['pop rap', 'rap', 'trap']"
Rehab,Amy Winehouse,2006-10-27,65,"['british soul', 'neo soul']"
البنات,Omar Kamal,2022-02-16,25,"['boy band', 'dance pop', 'pop']"
Hurricane,Luke Combs,2017-06-02,79,"['folk-pop', 'neo-singer-songwriter']"
idontwannabeyouanymore,Billie Eilish,2017-12-22,82,"['dance pop', 'miami hip hop', 'pop']"
Hey Baby (Drop It to the Floor) (feat. T-Pain),Pitbull,2011-06-17,77,"['filmi', 'hare krishna', 'modern bollywood']"
Shotgun,George Ezra,2018-03-23,78,"['gruperas inmortales', 'musica mexicana', 'nu-cumbia', 'ranchera', 'tropical']"
"Main Balak Tu Mata (From ""Main Balak Tu Mata"")",Jubin Nautiyal,2023-07-29,13,"['latin arena pop', 'latin pop', 'spanish pop']"
17 Años,Los Ángeles Azules,2013-08-20,5,"['alternative metal', 'nu metal', 'post-grunge']"
oui - Sped Up,Jeremih,2023-06-30,51,"['chicago rap', 'pop rap', 'r&b', 'trap', 'urban contemporary']"
Saturno,Pablo Alborán,2017-06-01,78,"['agronejo', 'arrocha', 'pop nacional', 'sertanejo', 'sertanejo universitario']"
Mad Love,Sean Paul,2018-06-29,63,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance']"
One Last Breath,Creed,2001-01-01,77,"['dance pop', 'dancehall', 'pop', 'pop rap']"
Decide Aí - Na Praia / Ao Vivo,Matheus & Kauan,2016-02-26,70,['banda']
Cold Water (feat. Justin Bieber & MØ),Major Lazer,2016-07-22,61,"['atl hip hop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'rap', 'southern hip hop']"
Mi Razón De Ser,Banda Sinaloense MS de Sergio Lizárraga,2021-02-05,65,"['barbadian pop', 'pop', 'urban contemporary']"
Ms. Jackson,Outkast,2000-10-31,83,"['dembow', 'rap dominicano', 'reggaeton', 'trap latino', 'urbano latino']"
Singapur,El Alfa,2020-05-15,70,"['k-pop', 'k-pop boy group', 'pop']"
California King Bed,Rihanna,2010-11-16,61,['urbano espanol']
ON,BTS,2020-02-21,72,"['dance pop', 'miami hip hop', 'pop']"
Booty,C. Tangana,2018-10-24,61,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'rap', 'south carolina hip hop', 'urban contemporary']"
